age,bool_admin,bool_blue, bool_entrep, bool_housemaid,bool_management,bool_retired,bool_self, bool_services,bool_student, bool_tech, bool_unempl, bool_single, bool_married, bool_divorced,education, housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, bool_nonexistant, bool_fail, bool_success, empvarrate, conspriceidx, consconfidx, euribor, nremployed, class
48,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,10,2,24,1,50,0,1,0,0,-0.1,93.2,-42,4.286,5195.8,0
46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,10,2,238,1,50,0,1,0,0,-0.1,93.2,-42,4.286,5195.8,0
37,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,10,2,119,1,6,1,0,0,1,-0.1,93.2,-42,4.286,5195.8,0
33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,10,3,109,1,50,0,1,0,0,-0.1,93.2,-42,4.245,5195.8,0
18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,10,3,75,1,50,0,1,0,0,-0.1,93.2,-42,4.245,5195.8,0
33,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,10,3,168,1,50,0,1,0,0,-0.1,93.2,-42,4.245,5195.8,0
27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,10,3,72,1,50,0,1,0,0,-0.1,93.2,-42,4.245,5195.8,0
29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,10,3,86,1,50,1,0,1,0,-0.1,93.2,-42,4.245,5195.8,0
42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,10,3,90,1,50,0,1,0,0,-0.1,93.2,-42,4.245,5195.8,1
39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,10,3,51,1,50,0,1,0,0,-0.1,93.2,-42,4.245,5195.8,0
37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,10,4,132,1,50,0,1,0,0,-0.1,93.2,-42,4.223,5195.8,1
35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0,0,10,4,160,1,50,0,1,0,0,-0.1,93.2,-42,4.223,5195.8,1
35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,10,4,24,1,50,0,1,0,0,-0.1,93.2,-42,4.223,5195.8,0
34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,10,4,179,1,50,0,1,0,0,-0.1,93.2,-42,4.223,5195.8,1
57,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,10,0,76,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,1,10,0,200,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,10,0,212,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
56,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,10,0,92,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
56,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,10,0,156,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,10,0,53,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,1,10,0,215,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,10,0,238,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,1,1,10,0,128,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10,0,98,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,238,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
48,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,1,10,0,82,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,10,0,303,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,10,0,221,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,1,10,0,80,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,130,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,10,0,139,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,669,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,10,0,161,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,80,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,108,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
41,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,163,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,1,10,0,147,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,1,10,0,252,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,113,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
54,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,375,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,121,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,10,0,52,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,1,10,0,81,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,10,0,70,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,10,0,64,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
41,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,176,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,10,0,115,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,10,0,550,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,10,0,75,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,1,10,0,57,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,1,10,0,68,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,1,10,0,59,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,1,10,0,55,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,10,0,61,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,10,0,113,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,134,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,123,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,10,0,297,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,353,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,146,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
57,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,10,0,59,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
46,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,1,10,0,210,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,10,0,120,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
34,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,92,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
46,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,595,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,10,0,57,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,10,0,118,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
54,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,10,0,78,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,10,0,74,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,219,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,93,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,10,0,387,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,178,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,10,0,433,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,69,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,10,0,223,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,178,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,10,0,75,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,10,0,92,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,1,0,1,10,0,396,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,1,10,0,334,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,10,0,236,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,10,0,142,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,231,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,44,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,10,0,85,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,10,0,56,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,1,10,0,389,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
53,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,0,1,10,0,64,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,44,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,10,0,65,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,10,0,265,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,49,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,1,10,0,219,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,155,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,1,1,10,0,81,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
45,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,1,10,0,89,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,10,0,1077,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,1
49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,10,0,192,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,10,0,1303,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,1
48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,10,0,564,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,1
52,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,10,0,79,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,10,0,288,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
38,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,10,0,99,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,1,0,10,0,33,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,1,10,0,125,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,10,0,214,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,10,0,121,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,10,0,40,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,10,0,57,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,10,0,76,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,10,0,364,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,10,0,63,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
29,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,1,0,10,0,378,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,1,10,0,151,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,10,0,81,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
51,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,89,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,10,0,479,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
38,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,1,0,1,10,0,68,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,0,1,10,0,135,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,1,1,10,0,90,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,10,0,38,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,77,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
35,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,10,0,81,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,10,0,127,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,10,0,70,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,55,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
37,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,1,1,10,0,79,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,10,0,238,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,179,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,1,1,10,0,120,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,84,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,10,0,309,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,130,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,1,10,0,38,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,70,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,10,0,110,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,10,0,206,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,10,0,160,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,176,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,0,0,10,0,85,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,0,1,10,0,483,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
36,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,10,0,292,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,10,0,68,2,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,10,0,105,3,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,107,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,112,1,4,1,0,0,1,-0.1,93.2,-42,4.191,5195.8,0
35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,70,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,58,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,97,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
54,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0,1,10,0,55,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,10,0,150,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,149,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,10,0,96,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
39,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,10,0,112,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
57,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,10,0,40,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,10,0,58,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
49,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,10,0,259,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
46,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,119,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,10,0,16,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,10,0,527,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,10,0,94,1,4,1,0,0,1,-0.1,93.2,-42,4.191,5195.8,0
30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,10,0,88,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,10,0,140,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,10,0,149,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,10,0,76,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,10,0,124,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
46,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,1,10,0,90,2,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
51,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,10,0,96,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
42,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,10,0,109,2,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,591,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,10,0,508,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
38,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,1,0,0,10,0,99,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
49,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,10,0,118,1,50,0,1,0,0,-0.1,93.2,-42,4.191,5195.8,0
40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,10,0,80,1,50,1,0,1,0,-0.1,93.2,-42,4.191,5195.8,0
